code,name,city,country
NHS,Nushki,Nushki,PK
NHT,Northolt,Greenford,GB
NHV,Nuku Hiva Airport,,PF
NHX,Barin Olf Osn,Foley,US
NHZ,NAS,Brunswick,US
NIA,Nimba,New Yekepa,LR
NIB,Nikolai,,US
NIC,Nicosia International,Kato Deftera,CY
NIE,Niblack,,US
NIF,Nifty Airport,,AU
NIG,Nikunau,,KI
NIK,Niokolo Koba,,SN
NIM,Niamey Airport,Niamey,NE
NIN,Ninilchik,,US
NIO,Nioki,Nioki,CD
NIP,Jacksonville NAS,,US
NIR,Chase Field NAS,Beeville,US
NIS,Simberi,,PG
NIT,Niort,Niort,FR
NIU,Niau,,PF
NIX,Nioro,Nioro,ML
NJA,Atsugi NAS,Atsugi,JP
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,RU
NJF,Al-Najaf International Airport,An Najaf,IQ
NJJ,Nenjian Melgen Airport,Changfu,CN
NJK,El Centro NAF,,US
NKA,Nkan,Ntoum,GA
NKB,Noonkanbah,Derby,AU
NKC,Nouakchott International Airport,Nouakchott,MR
NKD,Sinak,Batang,ID
NKG,Nanjing Lukou International Airport,Lukou,CN
NKI,Naukiti,,US
NKL,Nkolo,Bolobo,CD
NKM,Nagoya Airport,Komaki,JP
NKN,Nankina,,PG
NKO,Ankokoambo,Coracao de Jesus,MG
NKP,Nakhon Phanom Airport,Nakhon Phanom,TH
NKS,Nkongsamba,Nkongsamba,CM
NKT,Shirnak,Tililan,TR
NKU,Nkaus,,LS
NKV,Nichen Cove,,US
NKX,Miramar MS,Poway,US
NKY,Nkayi,Kayes,CG
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,ZM
NLC,Lemoore NAS (Reeves Field),Lemoore,US
NLD,Quetzalcoatl International Airport,Nuevo Laredo,MX
NLE,Jerry Tyler Memorial,Niles,US
NLF,Darnley Island,,AU
NLG,Nelson Lagoon,,US
NLH,Ninglang Luguhu Airport,Daxing,CN
NLI,Nikolaevsk-na-Amure,Nikolayevsk-on-Amure,RU
NLK,Norfolk Island Airport,Kingston,NF
NLL,Nullagine,,AU
NLN,Kneeland,Blue Lake,US
NLO,N'dolo,Kinshasa,CD
NLP,Nelspruit Airport,Nelspruit,ZA
NLS,Nicholson,,AU
NLT,Nalati Airport,Tuergen,CN
NLU,Santa Lucia,Benito Juarez,MX
NLV,Nikolaev (Mykolaiv),Mykolayiv,UA
NMA,Namangan Airport,Namangan Shahri,UZ
NMB,Daman,Vapi,IN
NMC,Norman's Cay,,BS
NME,Nightmute Airport,,US
NMF,Maafaru International Airport,Manadhoo,MV
NMG,San Miguel,La Palma,PA
NML,Mildred Lake,,CA
NMN,Nomane,,PG
NMP,New Moon,,AU
NMR,Nappa Merry,,AU
NMS,Namsang,Taunggyi,MM
NMT,Namtu,Lashio,MM
NMU,Namu,Loen,MH
NNA,NAF,Kenitra,MA
NNB,Santa Ana Airport,,SB
NND,Nangade,Namalenga,MZ
NNG,Nanning Airport,,CN
NNI,Namutoni,,
NNK,Naknek,,US
NNL,Nondalton,,US
NNM,Naryan-Mar Airport,Iskateley,RU
NNR,Connemara,Oughterard,IE
NNT,Nan Airport,Nan,TH
NNU,Nanuque,Nanuque,BR
NNX,Nunukan Airport,Binalawan,ID
NNY,Nanyang Airport,,CN
NOA,Nowra,Falls Creek,AU
NOB,Nosara Beach,,CR
NOC,Ireland West Airport Knock,Swinford,IE
NOD,Norden Norddeich Airport,Norden,DE
NOG,Nogales,,MX
NOH,Chicago NAS,,US
NOI,Novorossijsk,Novorossiysk,RU
NOJ,Nojabrxsk Airport,Noyabrsk,RU
NOK,Nova Xavantina,Araguaiana,BR
NOL,Nakolik River,,US
NOM,Nomad River,,PG
NON,Nonouti,,KI
NOO,Naoro,,PG
NOP,Sinop Airport - Turkey,,TR
NOR,Nordfjordur,,IS
NOS,Fascene Airport,Hell-Ville,MG
NOT,Novato,Novato,US
NOU,Tontouta Airport,Paita,NC
NOV,Huambo,Huambo,AO
NOZ,Novokuznetsk Airport,Novokuznetsk,RU
NPA,Pensacola NAS,Pensacola,US
NPE,Hawkes Bay Airport,Napier,NZ
NPG,Nipa,,PG
NPH,Nephi,Nephi,US
NPL,New Plymouth Airport,Waitara,NZ
NPO,Nangapinoh,Kenyau,ID
NPP,Napperby,,AU
NPR,Novo Progresso Municipal,,BR
NPT,State,Newport East,US
NPU,San Pedro Uraba,Villanueva,CO
NPY,Mpanda Airport,Mpanda,TZ
NQA,Millington Regional Jetport,Memphis,US
NQI,NAS,Kingsville,US
NQL,Niquelandia,Uruacu,BR
NQN,Presidente Peron International Airport,Plottier,AR
NQT,Nottingham Airport,,GB
NQU,Nuqui,Nuqui,CO
NQX,Key West NAS /Boca Chica Field (private U. S. Navy ),,US
NQY,Newquay Cornwall Airport,Saint Columb Major,GB
NQZ,Nursultan Nazarbayev International Airport,Nur-Sultan,KZ
NRA,Narrandera,Narrandera,AU
NRB,Mayport Naval Station (Adm David L Mcdonald Field),,US
NRC,Aux Field,Patterson,US
NRD,Norderney,Norderney,DE
NRE,Namrole,Leksula,ID
NRG,Narrogin,Narrogin,AU
NRI,Shangri-la,Erick,US
NRK,Kungsangen Airport,Lindo,SE
NRL,North Ronaldsay Airport,,GB
NRM,Nara,Nara,ML
NRN,Weeze Airport,Weeze,DE
NRR,Roosevelt NAS,Aguas Claras,PR
NRS,Imperial Beach Nolf (Ream Field),,US
NRT,Narita International Airport,Narita,JP
NRY,Newry,,AU
NSB,North SPB,Alice Town,BS
NSE,Whiting Field NAS,Milton,US
NSF,Andrews NAF,Mellwood,US
NSH,Now Shahr Airport,Nowshahr,IR
NSI,Nsimalen Airport,,CM
NSK,Noril'sk Airport,Kayyerkan,RU
NSL,Slayton Municipal,Slayton,US
NSM,Norseman,,AU
NSN,Nelson Airport,Richmond,NZ
NSO,Scone,Muswellbrook,AU
NSP,NAF,Cavite City,PH
NSR,São Raimundo Nonato Airport,São Raimundo Nonato,BR
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,TH
NSV,Noosaville,Tewantin,AU
NSX,Hovercraft/Launch Pt,,VG
NSY,NAS Sigonella,Motta Sant'Anastasia,IT
NTA,Natadola,,FJ
NTB,Notodden Airport,Notodden,NO
NTC,Santa Carolina,Ntchisi,MZ
NTD,Point Mugu NAS (Naval Base Ventura County,Port Hueneme,US
NTE,Nantes Atlantique Airport,Bouguenais,FR
NTG,Nantong Xingdong Airport,Xingdong,CN
NTI,Bintuni,Babo,ID
NTJ,Manti-Ephraim,Manti,US
NTL,Newcastle Airport,Medowie,AU
NTM,Miracema Do Norte,,BR
NTN,Normanton Airport,,AU
NTO,Santo Antao,Porto Novo,CV
NTQ,Noto Airport,Nanao,JP
NTR,Aeropuerto del Norte International Airport,Monterrey,MX
NTT,Kuini Lavenia,Hihifo,TO
NTU,NAS,Virginia Beach,US
NTX,Natuna Ranai,Pemangkat,ID
NTY,Pilanesberg International Airport,Muldersdriseloop,ZA
NUA,Gregory's Lake,Nuwara Eliya,LK
NUB,Numbulwar,,AU
NUD,En Nahud,An Nuhud,SD
NUE,Nuremberg Airport,Nuernberg,DE
NUF,Castlereigh Reservoir Waterdrome,Hatton,LK
NUG,Nuguria,,PG
NUH,Nunchia,Nunchia,CO
NUI,Nuiqsut Airport,,US
NUJ,Nojeh,Kabudarahang,IR
NUK,Nukutavake,,PF
NUL,Nulato Airport,,US
NUM,Neom Airport,Duba,SA
NUN,Saufley NAS,East Pensacola Heights,US
NUP,Nunapitchuk,,US
NUQ,Moffett Field,Mountain View,US
NUR,Nullarbor,,AU
NUS,Norsup Airport,Norsup,VU
NUT,Nutuve,,PG
NUU,Nakuru,Nakuru,KE
NUW,Whidbey Island NAS (Ault Field),Ault Field,US
NUX,Novy Urengoy Airport,Novyy Urengoy,RU
NVA,Benito Salas Airport,Neiva,CO
NVD,Nevada,Nevada,US
NVG,Nueva Guinea,Nueva Guinea,NI
NVI,Navoi Airport,Konimex,UZ
NVK,Framnes,Narvik,NO
NVM,Brigadeiro Eduardo Gomes Airport,Nova Mutum,BR
NVN,Nervino,Portola,US
NVP,Novo Aripuana,Novo Aripuana,BR
NVR,Novgorod,Velikiy Novgorod,RU
NVS,Nevers,Nevers,FR
NVT,Navegantes Airport,Navegantes,BR
NVY,Neyveli,Vriddhachalam,IN
NWA,Moheli,Djoyezi,KM
NWH,Parlin Field,Newport,US
NWI,Norwich International Airport,Spixworth,GB
NWP,NS,Bay Roberts,CA
NWS,Pier 11/Wall St. SPB,,US
NWT,Nowata,,PG
NWU,Bermuda NAS,Saint George,BM
NXX,Willow Grove NAS,Horsham,US
NYA,Nyagan Airport,Nyagan,RU
NYE,Nyeri,Nyeri,KE
NYG,Quantico NAS,Quantico Station,US
NYI,Sunyani,Sunyani,GH
NYK,Nanyuki,Nanyuki,KE
NYM,Nadym Airport,Staryy Nadym,RU
NYN,Nyngan,Nyngan,AU
NYO,Stockholm Skavsta Airport,Svalsta,SE
NYR,Nyurba Airport,Nyurba,RU
NYS,New York Skyports Seaplane Base,Long Island City,US
NYT,Nay Pyi Taw Airport,Pyinmana,MM
NYU,Nyaung U Airport,,MM
NYW,Monywar Airport,Monywa,MM
NZA,Nzagi,Nzagi,AO
NZC,Maria Reiche Neuman Airport,Nazca,PE
NZE,Nzerekore,Nzerekore,GN
NZG,Nizhneangarsk Airport,,RU
NZH,Manzhouli Airport,Zabaykal'sk,CN
NZL,Zhalantun Chengjisihan Airport,Qinggis Han,CN
NZW,South Weymouth,Rockland,US
NZY,North Island NAS,Coronado,US
OAA,Shank Air Base,Pul-e `Alam,AF
OAG,Orange Airport,Millthorpe,AU
OAH,Shindand Air Base,Shindand,AF
OAI,Bagram,Ghulam `Ali,AF
OAJ,Albert J Ellis Airport,Richlands,US
OAK,San Francisco Bay Oakland International Airport,San Leandro,US
OAL,Cacoal Airport,Cacoal,BR
OAM,Oamaru,Oamaru,NZ
OAN,Olanchito,Olanchito,HN
OAR,Marina Municipal,Pacific Grove,US
OAS,Sharana Air Base,Zarah Sharan,AF
OAX,Xoxocotlan Airport,Animas Trujano,MX
OAZ,Camp Bastion,,AF
OBA,Oban,,AU
OBC,Obock,Obock,DJ
OBD,Obano,Obano,ID
OBE,County,Okeechobee,US
OBF,Oberpfaffenhofen,Gilching,DE
OBI,Obidos,,BR
OBK,Sky Harbor,Northbrook,US
OBL,Zoersel,Zoersel,BE
OBM,Morobe,,PG
OBN,Oban Airport,Oban,GB
OBO,Tokachi-Obihiro Airport,Obihiro,JP
OBS,Vals-Lanas,Chomerac,FR
OBT,Oakland/Coliseum Stat,,US
OBU,Kobuk/Wien Airport,,US
OBX,Obo,Muting,PG
OBY,Ittoqqortoormiit,,GL
OCA,Ocean Reef,North Key Largo,US
OCC,Coca Airport,Puerto Francisco de Orellana,EC
OCE,Municipal,West Ocean City,US
OCF,Taylor Field,Ocala,US
OCH,A L Mangham Jr. Regional,Nacogdoches,US
OCI,Oceanic,,US
OCJ,Boscobel,Oracabessa,JM
OCM,Boolgeeda,,AU
OCN,Municipal,Camp Pendleton South,US
OCS,Corisco International Airport,Cocobeach,GQ
OCV,Aguasclaras,Ocana,CO
OCW,Warren Field,Washington,US
ODA,Ouadda,,CF
ODB,Cordoba,Villarrubia,ES
ODC,Oakdale,East Oakdale,US
ODD,Oodnadatta,,AU
ODE,Beldringe,Sonderso,DK
ODH,Odiham RAF Station,Odiham,GB
ODJ,Ouanda Djalle,Ouadda,CF
ODL,Cordillo Downs,,AU
ODM,Garrett County Airport,Oakland,US
ODN,Long Seridan Airport,Bangar,MY
ODO,Bodaybo Airport,Bodaybo,RU
ODR,Ord River,,AU
ODS,Odessa International Airport,Odessa,UA
ODT,Odessa-Schlemeyer Field,Odessa,US
ODW,Oak Harbor,Coupeville,US
ODY,Oudomxay Airport,Viangxai,LA
OEA,Oneal,Vincennes,US
OEC,Ocussi,Pante Makasar,TL
OEL,Orel,Orel,RU
OEM,Vincent Fayks,,SR
OEO,Municipal,Osceola,US
OER,Ornskoldsvik Airport,Husum,SE
OES,San Antonio Oeste,San Antonio Oeste,AR
OFF,Offutt Air Force Base,Offutt Air Force Base,US
OFI,Ouango Fitini,,CI
OFJ,Olafsfjordur,,IS
OFK,Stefan Field,Norfolk,US
OFU,Airstrip,Ofu,AS
OGA,Searle Field,Ogallala,US
OGB,Municipal,Orangeburg,US
OGD,Municipal,Riverdale,US
OGE,Ogeranang,,PG
OGG,Kahului Airport,Kahului,US
OGL,Ogle Airport,Georgetown,GY
OGM,Ogobsucum,,PA
OGN,Yonaguni Jima,Yonakuni,JP
OGO,Abengourou,Abengourou,CI
OGR,Bongor,Bongor,TD
OGS,Ogdensburg Airport,Ogdensburg,US
OGU,Ordu Giresun Airport,Gulyali,TR
OGV,Ongava Game Reserve,Gobabis,
OGX,Ain Beida Airport,Rouissat,DZ
OGZ,Vladikavkaz Airport,Dalakovo,RU
OHA,Royal Air Force Base,Bulls,NZ
OHB,Ambohibary,Moramanga,MG
OHC,AFS,,US
OHD,Ohrid Airport,Misleshevo,MK
OHE,Mohe Airport,Xilinji,CN
OHH,Novostroyka Airport,Okha,RU
OHI,Oshakati,Ongwediva,
OHO,Okhotsk,Okhotsk,RU
OHR,Wyk Auf Foehr,Wrixum,DE
OHS,Sohar Airport,Al Sohar,OM
OHT,Kohat,Kohat,PK
OIA,Ourilandia,,BR
OIC,Eaton,Norwich,US
OIL,Splane Memorial,Oil City,US
OIM,Oshima,Ito,JP
OIR,Okushiri Airport,Kamiiso,JP
OIT,Oita Airport,Kitsuki,JP
OJC,Johnson Executive,Olathe,US
OJU,Tanjung Api Airport,,ID
OKA,Naha Airport,Tomigusuku,JP
OKB,Fraser Island,Urangan,AU
OKC,Will Rogers World Airport,,US
OKD,Okadama Airport,Sapporo,JP
OKE,Okino Erabu,,JP
OKF,Okaukuejo,Outjo,
OKG,Okoyo,Ewo,CG
OKH,Cottesmor RAF,Oakham,GB
OKI,Oki Island,,JP
OKJ,Okayama Airport,Okayama-shi,JP
OKK,Kokomo,Kokomo,US
OKL,Oksibil,,ID
OKM,Okmulgee,Okmulgee,US
OKN,Okondja,Okondja,GA
OKO,Yokota AFB,Fussa,JP
OKP,Oksapmin,,PG
OKQ,Okaba,Kimaam,ID
OKR,Yorke Island,,AU
OKS,Oshkosh,Oshkosh,US
OKT,Oktiabrskij,Oktyabr'skiy,RU
OKU,Mokuti Lodge,,
OKV,Okao,,PG
OKY,Oakey,Oakey,AU
OLA,Orland,Brekstad,NO
OLB,Olbia Costa Smeralda Airport,Olbia,IT
OLC,Sen. Eunice Micheles,Sao Paulo de Olivenca,BR
OLD,Old Town,Old Town,US
OLE,Municipal,Cuba,US
OLF,Wolf Point International Airport,Wolf Point,US
OLG,Olare Airport,Bomet,KE
OLH,Old Harbor SPB,,US
OLI,Rif,Olafsvik,IS
OLJ,Olpoi,Port-Olry,VU
OLK,Fuerte Olimpo,,PY
OLL,Ollombo,Clarks,CG
OLM,Olympia,Tumwater,US
OLN,Colonia Sarmiento,Sarmiento,AR
OLO,Olomouc,Horka nad Moravou,CZ
OLP,Olympic Dam Airport,,AU
OLQ,Olsobip,,PG
OLR,Salerno Air Base,Baalbek,AF
OLS,International,Nogales,US
OLU,Columbus Municipal,Columbus,US
OLV,Olive Branch Airport,Olive Branch,US
OLX,Olkiombo Airport,Kihancha,KE
OLY,Olney-Noble,Olney,US
OLZ,Olokminsk Airport,Olyokminsk,RU
OMA,Eppley Airfield,Carter Lake,US
OMB,Omboue,,GA
OMC,Ormoc,Libertad,PH
OMD,Oranjemund Airport,,
OME,Nome Airport,,US
OMF,King Hussein,Mafraq,JO
OMG,Omega,,
OMH,Urmia Airport,Orumiyeh,IR
OMI,Omidieh,Ramshir,IR
OMJ,Omura,Omura,JP
OMK,Municipal,Omak,US
OML,Omkalai,Kundiawa,PG
OMM,Marmul,,OM
OMO,Mostar Airport,Blagaj,BA
OMR,Oradea Airport,Nojorid,RO
OMS,Omsk Airport,Omsk,RU
OMY,Oddor Meanche,Tbeng Meanchey,KH
ONA,Municipal,Goodview,US
ONB,Ononge,,PG
OND,Ondangwa Airport,Ondangwa,
ONE,Onepusu,,SB
ONG,Mornington Airport,,AU
ONH,Municipal,Oneonta,US
ONI,Moanamani,Nabire,ID
ONJ,Odate Noshiro Airport,Takanosu,JP
ONK,Olenyok Airport,Olenyok,RU
ONL,Municipal,O'Neill,US
ONM,Socorro,Socorro,US
ONN,Onion Bay,,US
ONO,Ontario Municipal Airport,Ontario,US
ONP,Newport,Newport,US
ONQ,Zonguldak,Saltukova,TR
ONR,Monkira,,AU
ONS,Onslow Airport,Dampier,AU
ONT,Ontario International Airport,Rancho Cucamonga,US
ONU,Ono I Lau,,FJ
ONX,Enrique Adolfo Jimenez,Colon,PA
ONY,Olney,Olney,US
OOA,Municipal,Oskaloosa,US
OOD,Gudai-Darri Airstrip,Newman,AU
OOK,Toksook Bay Airport,,US
OOL,Gold Coast Airport,Tugun,AU
OOM,Snowy Mountains Airport,Berridale,AU
OOR,Mooraberree,,AU
OOT,Onotoa,,KI
OPA,Kopasker,Husavik,IS
OPB,Open Bay,,PG
OPF,Opa-locka Executive Airport,Miami Lakes,US
OPI,Oenpelli,McMinns Lagoon,AU
OPL,St Landry Parish,Opelousas,US
OPO,Porto Airport,Santa Cruz do Bispo,PT
OPP,Salinópolis Airport,Salinópolis,BR
OPS,Sinop Airport,,BR
OPU,Balimo,,PG
OPW,Opuwa,Opuwo,
ORA,Oran,Embarcacion,AR
ORB,Orebro-Bofors Airport,Vintrosa,SE
ORC,Orocue,Orocue,CO
ORD,O'Hare International Airport,Rosemont,US
ORE,Orleans,Orleans,FR
ORF,Norfolk International Airport,Norfolk,US
ORG,Zorg En Hoop,Paramaribo,SR
ORH,Worcester Regional Airport,Leicester,US
ORI,Port Lions SPB,,US
ORJ,Orinduik,,GY
ORK,Cork Airport,Cork,IE
ORL,Orlando Executive,Azalea Park,US
ORM,Northampton,Northampton,GB
ORN,Es Senia Airport,,DZ
ORO,Yoro,Yoro,HN
ORP,Orapa,Rakops,BW
ORQ,Heliport,Westport,US
ORR,Yorketown,,AU
ORS,Waterport,,AU
ORT,Northway,,US
ORU,Oruro,Oruro,BO
ORV,Robert (Bob) Curtis Memorial Airport,,US
ORW,Ormara,Ormara,PK
ORX,Oriximina,Oriximina,BR
ORY,Paris Orly Airport,Paray-Vieille-Poste,FR
ORZ,Orange Walk,Belmopan,BZ
OSB,Osage Beach,Osage Beach,US
OSC,Wurtsmith AFB,Au Sable,US
OSD,Are Ostersund Airport,Krokom,SE
OSE,Omora,,PG
OSF,Ostafyevo International Business Airport,Shcherbinka,RU
OSG,Ossima,,PG
OSH,Wittman Field,Oshkosh,US
OSI,Osijek Airport,Osijek,HR
OSJ,Ol Seki Airport,Narok,KE
OSK,Oskarshamn,Oskarshamn,SE
OSL,Oslo Airport Gardermoen,Teigebyen,NO
OSM,Mosul,Mosul,IQ
OSN,Osan AB,Osan,KR
OSO,Osborne Mine,,AU
OSR,Mosnov Airport,Petrvald,CZ
OSS,Osh Airport,Osh,KG
OST,Ostend-Bruges International Airport,Middelkerke,BE
OSU,Ohio State University,Dublin,US
OSW,Orsk Airport,Orsk,RU
OSX,Attala County,Kosciusko,US
OSY,Namsos Airport,Namsos,NO
OSZ,Koszalin,Tychowo,PL
OTA,Mota,Addiet Canna,ET
OTC,Bol,Bol,TD
OTD,Contadora,Veracruz,PA
OTG,Worthington,Worthington,US
OTH,Southwest Oregon Regional Airport,North Bend,US
OTI,Pitu,Tobelo,ID
OTJ,Otjiwarongo,Otjiwarongo,
OTK,Tillamook,Tillamook,US
OTL,Boutilimit,Aleg,MR
OTM,Industrial,Ottumwa,US
OTN,Green,Bicknell,US
OTO,Vor,Moriarty,US
OTP,Bucharest Henri Coanda International Airport,Otopeni,RO
OTQ,Otog Front Banner Oljoq Airport,Ordos City,CN
OTR,Coto 47,Corredor,CR
OTS,Anacortes,Anacortes,US
OTT,Andre Maggi,Aripuana,BR
OTU,Otu,Segovia,CO
OTV,Ontong Java,,SB
OTY,Oria,,PG
OTZ,Ralph Wien Memorial Airport,,US
OUA,Ouagadougou International Airport,Ouagadougou,BF
OUD,Les Angades Airport,Oujda,MA
OUE,Ouesso,Ouesso,CG
OUG,Ouahigouya,Ouahigouya,BF
OUH,Oudtshoorn,Oudtshoorn,ZA
OUI,Ban Houei,,LA
OUK,Outer Skerries,,GB
OUL,Oulu Airport,Oulunsalo,FI
OUM,Oum Hadjer,Oum Hadjer,TD
OUN,Max Westheimer,Norman,US
OUR,Batouri,Batouri,CM
OUS,Ourinhos,Ourinhos,BR
OUT,Bousso,Bousso,TD
OUU,Ouanga,,GA
OUZ,Zouerate,Zouerat,MR
OVA,Bekily,Beteza,MG
OVB,Novosibirsk Tolmachevo Airport,Ob',RU
OVD,Asturias Airport,Castrillon,ES
OVE,Oroville,Thermalito,US
OVG,Overberg (FAOB),Bredasdorp,ZA
OVL,Ovalle,Monte Patria,CL
OVR,Olavarria,Olavarria,AR
OVS,Sovetsky Airport,Sovetskiy,RU
OWA,Owatonna,Owatonna,US
OWB,Daviess County Airport,Owensboro,US
OWD,Memorial,West Bridgewater,US
OWE,Owendo,Libreville,GA
OWK,Central Maine Airport of Norridgewock,Norridgewock,US
OXB,Osvaldo Vieira Airport,Bissau,GW
OXC,Waterbury-oxford,Oxford,US
OXD,Miami University,New Paris,US
OXF,Oxford (Kidlington),Oxford,GB
OXO,Orientos,,AU
OXR,Ventura,Oxnard,US
OXY,Morney,,AU
OYA,Goya,Goya,AR
OYC,Camopi Airport,Camopi,GF
OYE,Oyem,Oyem,GA
OYG,Moyo,Moyo,UG
OYK,Oiapoque,,BR
OYL,Moyale,Moyale,KE
OYN,Ouyen,,AU
OYO,Tres Arroyos,Tres Arroyos,AR
OYP,St-Georges de lOyapock,Saint-Georges-de-l'Oyapock,GF
OYS,Yosemite Ntl Park,Yosemite Valley,US
OZA,Ozona Municipalcipal,Ozona,US
OZC,Labo Airport,Lapase,PH
OZG,Zagora Airport,Zagora,MA
OZH,Zaporozhye Airport,Zaporizhzhya,UA
OZI,Bobadilla,Furnas,ES
OZP,Moron,Utrera,ES
OZR,Cairns AAF,Ozark,US
OZU,Montilla,Montilla,ES
OZZ,Ouarzazate Airport,Ouarzazat,MA
PAA,Pa-an,Hpa-an,MM
PAB,Bilaspur,Bilaspur,IN
PAC,Marcos A. Gelabert International Airport,Chepillo,PA
PAD,Paderborn Lippstadt Airport,Salzkotten,DE
PAE,Snohomish County - Paine Field,Mukilteo,US
PAF,Pakuba,Bulisa,UG
PAG,Pagadian Airport,Pagadian,PH
PAH,Barkley Regional Airport,Massac,US
PAJ,Para Chinar,Parachinar,PK
PAK,Port Allen,Hanapepe Heights,US
PAL,Palanquero,,CO
PAM,Tyndall AFB,Panama City,US
PAN,Pattani,Nong Chik,TH
PAO,Palo Alto,East Palo Alto,US
PAP,Toussaint Louverture International Airport,Delmas 73,HT
PAQ,Palmer Municipalcipal,Palmer,US
PAS,Paros Airport,Antiparos,GR
PAT,Jay Prakash Narayan International Airport,Patna,IN
PAU,Pauk,,MM
PAV,Paulo Afonso Airport,Paulo Afonso,BR
PAW,Pambwa,,PG
PAX,Port De Paix,Ti Port-de-Paix,HT
PAY,Pamol,,MY
PAZ,El Tajin National Airport,Poza Rica de Hidalgo,MX
PBA,Point Barrow,,US
PBB,Paranaiba,Paranaiba,BR
PBC,Huejotsingo Airport,Santa Maria Zacatepec,MX
PBD,Porbandar,Porbandar,IN
PBE,Puerto Berrio,Puerto Berrio,CO
PBF,Grider Field,Pine Bluff,US
PBG,Plattsburgh International Airport,Plattsburgh West,US
PBH,Paro Airport,Paro,BT
PBI,Palm Beach International Airport,Haverhill,US
PBJ,Paama,,VU
PBK,Pack Creek,,US
PBL,Puerto Cabello,Puerto Cabello,VE
PBM,Zanderij International Airport,Onverwacht,SR
PBN,Porto Amboim,Sumbe,AO
PBO,Paraburdoo Airport,,AU
PBP,Punta Islita,Canas,CR
PBQ,Pimenta Bueno,Pimenta Bueno,BR
PBR,Puerto Barrios,Puerto Barrios,GT
PBS,Patong Beach,Patong,TH
PBT,Puerto Leda,Fuerte Olimpo,PY
PBU,Putao,Zhowagoin,MM
PBV,Porto Dos Gauchos,,BR
PBW,Palibelo,Yendi,ID
PBX,Porto Alegre Do Norte,,BR
PBY,Hamilton/Proserpine,,AU
PBZ,Plettenberg Bay Airport,Plettenberg Bay,ZA
PCA,Portage Creek,,US
PCB,Pondok Cabe,Pamulang,ID
PCC,Puerto Rico,,CO
PCD,Prairie du Chien Municipal Airport,Prairie du Chien,US
PCE,Painter Creek,,US
PCF,Potchefstroom,Potchefstroom,ZA
PCG,Paso Caballos,San Andres,GT
PCH,Palacios,Buenos Aires,HN
PCJ,Puerto La Victoria,,PY
PCK,Porcupine Creek,,US
PCL,Capitan Rolden Airport,Puerto Callao,PE
PCM,Playa Del Carmen,Playa del Carmen,MX
PCN,Picton Aerodrome,Picton,NZ
PCO,Punta Colorada,,MX
PCP,Principe,Santo Antonio,ST
PCQ,Bounneua,Phongsali,LA
PCR,Puerto Carreno Airport,,CO
PCS,Picos,Picos,BR
PCT,Princeton,,US
PCU,Pearl River County,Nicholson,US
PCV,Punta Chivato,Mulege,MX
PDA,Puerto Inirida,Inirida,CO
PDB,Pedro Bay,,US
PDC,Mueo,Poya,NC
PDD,Ponta de Ouro,Maputo,MZ
PDE,Pandie Pandie,,AU
PDF,Prado,Prado,BR
PDG,Minangkabau International Airport,Lubukalung,ID
PDI,Pindiu,,PG
PDK,DeKalb Peachtree Airport,Doraville,US
PDL,Joao Paulo II Airport,Arrifes,PT
PDM,Pedasí Airport,Pedasi,PA
PDN,Parndana,,AU
PDO,Pendopo,Gunungmegang Dalam,ID
PDP,Capitan de Corbeta Carlos A. Curbelo International Airport,Maldonado,UY
PDR,Presidente Dutra,Presidente Dutra,BR
PDS,Piedras Negras International Airport,Piedras Negras,MX
PDT,Eastern Oregon Regional Airport,Pendleton,US
PDU,Paysandu,Paysandu,UY
PDV,Plovdiv Airport,Kaloyanovo,BG
PDX,Portland International Airport,Walnut Grove,US
PDZ,Pedernales,Pedernales,VE
PEA,Penneshaw,,AU
PEB,Pebane,,MZ
PEC,Pelican SPB,,US
PED,Pardubice Airport,,CZ
PEE,Perm International Airport,Kultayevo,RU
PEF,Peenemuende,Kroslin,DE
PEG,Sant Egidio Airport,Perugia,IT
PEH,Pehuajo,Pehuajo,AR
PEI,Matecana International Airport,Pereira,CO
PEK,Beijing Capital International Airport,,CN
PEL,Pelaneng,,LS
PEM,Puerto Maldonado Airport,Puerto Maldonado,PE
PEN,Penang International Airport,Kampung Sungai Ara,MY
PEP,Peppimenarti,,AU
PEQ,Pecos City,Pecos,US
PER,Perth Airport,Redcliffe,AU
PES,Petrozavodsk Airport,Petrozavodsk,RU
PET,Federal Airport,Pelotas,BR
PEU,Puerto Lempira,Puerto Lempira,HN
PEV,Pecs Pogany,,HU
PEW,Bacha Khan International Airport,Peshawar,PK
PEX,Pechora Airport,Puteyets,RU
PEY,Penong,Ceduna,AU
PEZ,Penza Airport,Zasechnoye,RU
PFA,Paf Warren,,US
PFB,Passo Fundo Airport,Passo Fundo,BR
PFC,Pacific City State,Pacific City,US
PFD,Port Frederick,,US
PFJ,Patreksfjordur,,IS
PFM,Primrose Aerodrome,,CA
PFN,Bay County,Pretty Bayou,US
PFO,Paphos International Airport,Paphos,CY
PFQ,Parsabad,Parsabad,IR
PFR,Ilebo,Ilebo,CD
PGA,Page Airport,Page,US
PGB,Pangoa,,PG
PGC,Grant County,Petersburg,US
PGD,Charlotte County Airport,Cleveland,US
PGE,Yegepa,,PG
